Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-12904,12933152,LLAP: deadlock in task scheduling,sershe,huizane,Critical,Closed,Fixed,21/Jan/16 19:45,16/Feb/16 23:51,
Bug,HIVE-12896,12932895,IndexArrayOutOfBoundsException during vectorized map join,gopalv,jdere,Major,Resolved,Duplicate,20/Jan/16 22:30,12/May/16 10:58,
Bug,HIVE-12893,12932608,Sorted dynamic partition does not work if subset of partition columns are constant folded,prasanth_j,yeeza,Major,Closed,Fixed,20/Jan/16 03:05,02/May/16 23:10,
Bug,HIVE-12879,12931526,RowResolver of Semijoin not updated in CalcitePlanner,jcamacho,jcamacho,Major,Closed,Fixed,15/Jan/16 17:52,27/Feb/24 22:24,
Bug,HIVE-12864,12929921,StackOverflowError parsing queries with very large predicates,jcamacho,jcamacho,Major,Closed,Fixed,13/Jan/16 19:17,27/Feb/24 22:23,
Bug,HIVE-12826,12928862,Vectorization: fix VectorUDAF* suspect isNull checks,gopalv,gopalv,Major,Closed,Fixed,09/Jan/16 13:29,29/Jul/16 22:11,
Bug,HIVE-12824,12928813,CBO doesnt get triggered when aggregate function is used within windowing function ,ashutoshc,ashutoshc,Major,Closed,Fixed,09/Jan/16 01:45,27/Feb/24 22:23,
Bug,HIVE-12820,12928786,Remove the check if carriage return and new line are used for separator or escape character,aihuaxu,aihuaxu,Major,Closed,Fixed,08/Jan/16 23:48,02/Jun/16 10:17,
Bug,HIVE-12815,12928753,column stats NPE for a query w/o a table,prasanth_j,sershe,Major,Closed,Fixed,08/Jan/16 21:49,16/Feb/16 23:50,
Bug,HIVE-12809,12928544,Vectorization: fast-path for coalesce if input.noNulls = true,gopalv,gopalv,Major,Closed,Fixed,08/Jan/16 02:52,02/Jun/16 10:17,
Bug,HIVE-12808,12928504,Logical PPD: Push filter clauses through PTF(Windowing) into TS,jpullokkaran,gopalv,Major,Closed,Fixed,07/Jan/16 23:42,02/Oct/17 20:11,
Bug,HIVE-12800,12928380,HiveFilterSetOpTransposeRule might be executed over non deterministic filter predicates,jcamacho,jcamacho,Major,Closed,Fixed,07/Jan/16 18:00,27/Feb/24 22:23,
Bug,HIVE-12797,12928169,Synchronization issues with tez/llap session pool in hs2,vikram.dixit,vikram.dixit,Critical,Closed,Fixed,06/Jan/16 23:01,02/Jun/16 10:17,
Bug,HIVE-12786,12927645,CBO may fail for recoverable errors,ashutoshc,ashutoshc,Major,Closed,Fixed,06/Jan/16 01:59,27/Feb/24 22:24,
Bug,HIVE-12784,12927348,Group by SemanticException: Invalid column reference,ychena,ychena,Major,Closed,Fixed,05/Jan/16 19:52,21/Jun/16 15:52,
Bug,HIVE-12768,12924986,Thread safety: binary sortable serde decimal deserialization,vikram.dixit,vikram.dixit,Blocker,Closed,Fixed,31/Dec/15 02:27,07/Apr/17 20:46,
Bug,HIVE-12767,12924972,Implement table property to address Parquet int96 timestamp bug,zsombor.klara,spena,Major,Resolved,Won't Fix,30/Dec/15 23:59,02/Feb/18 12:34,
Bug,HIVE-12766,12924968,TezTask does not close DagClient after execution,thejas,thejas,Major,Closed,Fixed,30/Dec/15 23:44,12/Jul/16 22:59,
Bug,HIVE-12762,12924921,Common join on parquet tables returns incorrect result when hive.optimize.index.filter set to true,aihuaxu,aihuaxu,Major,Closed,Fixed,30/Dec/15 16:53,28/Jan/17 20:10,
Bug,HIVE-12758,12924755,Parallel compilation: Operator::resetId() is not thread-safe,sershe,gopalv,Major,Closed,Fixed,29/Dec/15 23:04,02/Jun/16 10:17,
Bug,HIVE-12743,12924140,RCFileInputFormat needs to be registered with kryo,prasanth_j,prasanth_j,Major,Closed,Fixed,24/Dec/15 03:57,16/Feb/16 23:50,
Bug,HIVE-12741,12924111,HS2 ShutdownHookManager holds extra of Driver instance in master/branch-2.0,thejas,thejas,Major,Closed,Fixed,24/Dec/15 00:55,11/Apr/16 17:15,
Bug,HIVE-12740,12924079,NPE with HS2 when using null input format,vikram.dixit,vikram.dixit,Critical,Closed,Fixed,23/Dec/15 20:05,16/Feb/16 23:52,
Bug,HIVE-12735,12923884,Constant folding for WHEN/CASE expression does not set return type correctly,prasanth_j,prasanth_j,Major,Closed,Fixed,23/Dec/15 00:23,14/Jan/22 14:45,
Bug,HIVE-12734,12923878,Remove redundancy in HiveConfs serialized to UDFContext,cdrome,mithun,Major,Closed,Fixed,22/Dec/15 23:56,22/May/18 23:58,
Bug,HIVE-12728,12923673,Apply DDL restrictions for ORC schema evolution,prasanth_j,prasanth_j,Critical,Closed,Fixed,22/Dec/15 06:51,02/Aug/16 21:23,
Bug,HIVE-12726,12923647,exclude hadoop jars from webhcat hcatalog/share/webhcat/svr/lib,ekoifman,ekoifman,Major,Closed,Fixed,22/Dec/15 02:52,16/Feb/16 23:52,
Bug,HIVE-12725,12923613,"CompactionTxnHandler.findNextToCompact() may produce ""Operation not allowed after ResultSet closed""",ekoifman,ekoifman,Major,Closed,Fixed,22/Dec/15 00:09,21/Jun/16 15:52,
Bug,HIVE-12724,12923608,ACID: Major compaction fails to include the original bucket files into MR job,wzheng,wzheng,Blocker,Closed,Fixed,21/Dec/15 23:54,15/Mar/17 18:18,
Bug,HIVE-12712,12923185,HiveInputFormat may fail to column names to read in some cases,prasanth_j,taksaito,Major,Closed,Fixed,19/Dec/15 00:32,16/Feb/16 23:50,
Bug,HIVE-12708,12923085,Hive on Spark doesn't work with Kerboresed HBase [Spark Branch],xuefuz,xuefuz,Major,Closed,Fixed,18/Dec/15 18:02,21/Jun/16 15:52,
Bug,HIVE-12698,12922561,Remove exposure to internal privilege and principal classes in HiveAuthorizer,thejas,thejas,Major,Closed,Fixed,17/Dec/15 01:14,24/Jun/20 00:27,
Bug,HIVE-12694,12922481,LLAP: Slider destroy semantics require force,gopalv,gopalv,Major,Closed,Fixed,16/Dec/15 20:11,16/Feb/16 23:51,
Bug,HIVE-12688,12922253,HIVE-11826 makes hive unusable in properly secured cluster,thejas,thejas,Blocker,Closed,Fixed,16/Dec/15 05:34,02/Jun/16 10:17,
Bug,HIVE-12687,12922232,LLAP Workdirs need to default to YARN local,sershe,gopalv,Major,Closed,Fixed,16/Dec/15 02:42,08/Aug/16 08:19,
Bug,HIVE-12685,12922214,Remove redundant hive-site.xml under common/src/test/resources/,wzheng,wzheng,Major,Closed,Fixed,16/Dec/15 00:49,13/Oct/16 04:50,
Bug,HIVE-12684,12922194,NPE in stats annotation when all values in decimal column are NULLs,prasanth_j,prasanth_j,Major,Closed,Fixed,16/Dec/15 00:06,16/Feb/16 23:52,
Bug,HIVE-12662,12921388,StackOverflowError in HiveSortJoinReduceRule when limit=0,jcamacho,jcamacho,Major,Closed,Fixed,12/Dec/15 10:46,27/Feb/24 22:23,
Bug,HIVE-12657,12921269,selectDistinctStar.q results differ with jdk 1.7 vs jdk 1.8,sershe,prasanth_j,Major,Closed,Fixed,11/Dec/15 21:42,02/Jun/16 10:17,
Bug,HIVE-12643,12920627,For self describing InputFormat don't replicate schema information in partitions,ashutoshc,ashutoshc,Major,Closed,Fixed,10/Dec/15 01:23,21/Jun/16 15:53,
Bug,HIVE-12639,12920561,Handle exceptions during SARG creation,prasanth_j,prasanth_j,Major,Resolved,Duplicate,09/Dec/15 21:48,24/May/16 15:55,
Bug,HIVE-12633,12920528,LLAP: package included serde jars,sershe,taksaito,Major,Closed,Fixed,09/Dec/15 19:48,02/Jun/16 10:17,
Bug,HIVE-12609,12919861,Remove javaXML serialization,prasanth_j,prasanth_j,Major,Closed,Fixed,07/Dec/15 21:54,15/May/18 07:30,
Bug,HIVE-12603,12919477,Add config to block queries that scan > N number of partitions ,,lskuff,Major,Resolved,Duplicate,06/Dec/15 00:07,28/Nov/16 17:20,
Bug,HIVE-12601,12919124,HIVE-11985 change does not use partition deserializer,sershe,thejas,Major,Closed,Fixed,04/Dec/15 23:56,02/Jun/16 10:17,
Bug,HIVE-12599,12919104,Add logging to debug rare unexpected refCount error from the LLAP IO layer,sershe,sseth,Major,Closed,Fixed,04/Dec/15 22:12,02/Jun/16 10:17,
Bug,HIVE-12596,12919067,Delete timestamp row throws java.lang.IllegalArgumentException: Timestamp format must be yyyy-mm-dd hh:mm:ss[.fffffffff],prasanth_j,taksaito,Major,Closed,Fixed,04/Dec/15 20:01,16/Feb/16 23:52,
Bug,HIVE-12590,12918677,Repeated UDAFs with literals can produce incorrect result,ashutoshc,jpullokkaran,Critical,Closed,Fixed,04/Dec/15 01:31,16/Feb/16 23:50,
Bug,HIVE-12584,12918134,Vectorized join with partition column of type char does not trim spaces ,prasanth_j,jvaria,Critical,Closed,Fixed,03/Dec/15 21:11,16/Feb/16 23:52,
Bug,HIVE-12578,12917817,Hive query failing with error ClassCastException org.apache.hadoop.hive.ql.plan.ExprNodeConstantDesc cannot be cast to org.apache.hadoop.hive.ql.plan.ExprNodeColumnDesc,jcamacho,jcamacho,Major,Closed,Fixed,03/Dec/15 00:01,27/Feb/24 22:23,
Bug,HIVE-12577,12917776,NPE in LlapTaskCommunicator when unregistering containers,sseth,sseth,Critical,Closed,Fixed,02/Dec/15 22:42,16/Feb/16 23:51,
Bug,HIVE-12572,12917733,select partitioned acid table order by throws java.io.FileNotFoundException,gates,taksaito,Critical,Resolved,Duplicate,02/Dec/15 21:17,10/Dec/15 20:18,
Bug,HIVE-12569,12917677,Excessive console message from SparkClientImpl [Spark Branch],xuefuz,xuefuz,Major,Resolved,Duplicate,02/Dec/15 19:05,31/Mar/16 02:38,
Bug,HIVE-12542,12917004,Create HiveRelFactories,jcamacho,jcamacho,Major,Closed,Fixed,30/Nov/15 16:51,27/Feb/24 22:24,
Bug,HIVE-12537,12916698,RLEv2 doesn't seem to work,prasanth_j,bograd,Critical,Closed,Fixed,28/Nov/15 00:33,02/Jun/16 10:17,
Bug,HIVE-12532,12916444,LLAP Cache: Uncompressed data cache has NPE,sershe,gopalv,Critical,Closed,Fixed,26/Nov/15 13:39,02/Jun/16 10:17,
Bug,HIVE-12510,12915925,LLAP: Append attempt id either to thread name or NDC,prasanth_j,prasanth_j,Major,Closed,Implemented,24/Nov/15 20:40,16/Feb/16 23:51,
Bug,HIVE-12509,12915826,Regenerate q files after HIVE-12017 went in,jcamacho,jcamacho,Major,Closed,Fixed,24/Nov/15 15:43,27/Feb/24 22:23,
Bug,HIVE-12508,12915787,HiveAggregateJoinTransposeRule places a heavy load on the metadata system,jcamacho,jcamacho,Major,Closed,Duplicate,24/Nov/15 12:48,27/Feb/24 22:23,
Bug,HIVE-12503,12915663,GBY-Join transpose rule may go in infinite loop,ashutoshc,ashutoshc,Major,Closed,Fixed,24/Nov/15 03:05,27/Feb/24 22:23,
Bug,HIVE-12500,12915638,JDBC driver not overlaying params supplied via properties object when reading params from ZK,vgumashta,vgumashta,Major,Closed,Fixed,24/Nov/15 00:11,16/Feb/16 23:51,
Bug,HIVE-12498,12915591,ACID: Setting OrcRecordUpdater.OrcOptions.tableProperties() has no effect,prasanth_j,prasanth_j,Major,Closed,Fixed,23/Nov/15 21:33,01/Oct/19 22:07,
Bug,HIVE-12491,12915142,Improve ndv heuristic for functions,ashutoshc,gopalv,Major,Closed,Fixed,22/Nov/15 06:53,16/Feb/16 23:52,
Bug,HIVE-12490,12915085,Metastore: Mysql ANSI_QUOTES is not there for some cases,sershe,gopalv,Major,Closed,Fixed,21/Nov/15 12:24,16/Feb/16 23:51,
Bug,HIVE-12487,12914975,Fix broken MiniLlap tests,Aleksei,Aleksei,Critical,Closed,Fixed,20/Nov/15 20:09,16/Feb/16 23:51,
Bug,HIVE-12479,12914796,Vectorization: Vectorized Date UDFs with up-stream Joins,gopalv,gopalv,Critical,Closed,Fixed,20/Nov/15 10:05,16/Feb/16 23:50,
Bug,HIVE-12478,12914781,Improve Hive/Calcite Transitive Predicate inference,jcamacho,jpullokkaran,Major,Closed,Fixed,20/Nov/15 08:38,27/Feb/24 22:23,
Bug,HIVE-12477,12914732,Left Semijoins are incompatible with a cross-product,jcamacho,gopalv,Major,Closed,Fixed,20/Nov/15 03:35,27/Feb/24 22:23,
Bug,HIVE-12473,12914657,DPP: UDFs on the partition column side does not evaluate correctly,sershe,gopalv,Blocker,Closed,Fixed,19/Nov/15 23:33,16/Feb/16 23:52,
Bug,HIVE-12472,12914647,Add test case for HIVE-10592,prasanth_j,prasanth_j,Major,Resolved,Fixed,19/Nov/15 22:46,05/Apr/16 18:16,
Bug,HIVE-12465,12914436,Hive might produce wrong results when (outer) joins are merged,jcamacho,jcamacho,Blocker,Closed,Fixed,19/Nov/15 11:33,27/Feb/24 22:23,
Bug,HIVE-12463,12914383,VectorMapJoinFastKeyStore has Array OOB errors,gopalv,gopalv,Major,Closed,Fixed,19/Nov/15 08:13,16/Feb/16 23:52,
Bug,HIVE-12462,12914366,DPP: DPP optimizers need to run on the TS predicate not FIL ,gopalv,gopalv,Blocker,Closed,Invalid,19/Nov/15 06:24,16/Feb/16 23:53,
Bug,HIVE-12456,12914240,QueryId can't be stored in the configuration of the SessionState since multiple queries can run in a single session,aihuaxu,aihuaxu,Major,Closed,Fixed,18/Nov/15 20:18,16/Feb/16 23:53,
Bug,HIVE-12453,12914011,Check SessionState status before performing cleanup,wzheng,wzheng,Major,Resolved,Invalid,18/Nov/15 05:57,18/Nov/15 23:03,
Bug,HIVE-12452,12914010,orc_merge9.q hangs when writing orc metadata section,prasanth_j,prasanth_j,Major,Resolved,Implemented,18/Nov/15 05:55,18/Nov/15 19:44,
Bug,HIVE-12451,12913943,Orc fast file merging/concatenation should be disabled for ACID tables,ekoifman,prasanth_j,Major,Resolved,Fixed,18/Nov/15 01:16,27/Feb/24 22:23,
Bug,HIVE-12450,12913941,OrcFileMergeOperator does not use correct compression buffer size,prasanth_j,prasanth_j,Critical,Closed,Fixed,18/Nov/15 01:08,21/Dec/16 02:45,
Bug,HIVE-12445,12913920,Tracking of completed dags is a slow memory leak,sershe,sseth,Major,Closed,Fixed,17/Nov/15 23:50,02/Jun/16 10:17,
Bug,HIVE-12435,12913777,SELECT COUNT(CASE WHEN...) GROUPBY returns 1 for 'NULL' in a case of ORC and vectorization is enabled.,mmccline,taksaito,Critical,Closed,Fixed,17/Nov/15 16:51,02/Jun/16 10:17,
Bug,HIVE-12407,12912854,Check fetch property to determine if a SortLimit contains a limit operation,jcamacho,jcamacho,Major,Closed,Fixed,13/Nov/15 15:10,27/Feb/24 22:23,
Bug,HIVE-12405,12912738,Comparison bug in HiveSplitGenerator.InputSplitComparator#compare(),Aleksei,Aleksei,Major,Resolved,Fixed,13/Nov/15 07:11,19/Nov/15 22:17,
Bug,HIVE-12404,12912730,Orc ppd throws exception if types don't match,ashutoshc,ashutoshc,Major,Closed,Duplicate,13/Nov/15 06:17,16/Feb/16 23:51,
Bug,HIVE-12399,12912625,"Native Vector MapJoin can encounter  ""Null key not expected in MapJoin"" and ""Unexpected NULL in map join small table"" exceptions",mmccline,mmccline,Critical,Closed,Fixed,12/Nov/15 22:08,16/Feb/16 23:52,
Bug,HIVE-12396,12912577,BucketingSortingReduceSinkOptimizer may still throw IOB exception for duplicate columns,ashutoshc,ashutoshc,Major,Closed,Fixed,12/Nov/15 19:28,27/Feb/24 22:23,
Bug,HIVE-12394,12912554,0 is added when you insert decimal value which number of fractional digits is less than defined scale,,taksaito,Major,Resolved,Not A Problem,12/Nov/15 18:16,12/Nov/15 20:47,
Bug,HIVE-12393,12912522,Simplify ColumnPruner when CBO optimizes the query,jcamacho,jcamacho,Major,Resolved,Duplicate,12/Nov/15 16:43,27/Feb/24 22:24,
Bug,HIVE-12391,12912475,SkewJoinOptimizer might not kick in if columns are renamed after TableScanOperator,jcamacho,jcamacho,Major,Closed,Fixed,12/Nov/15 14:11,27/Feb/24 22:23,
Bug,HIVE-12385,12912316,schematool failed on MySQL,sershe,taksaito,Major,Closed,Fixed,11/Nov/15 22:04,16/Feb/16 23:51,
Bug,HIVE-12378,12911970,Exception on HBaseSerDe.serialize binary field,ychena,ychena,Major,Closed,Fixed,10/Nov/15 20:15,16/Feb/16 23:50,
Bug,HIVE-12364,12911265,Distcp job fails when run under Tez,prasanth_j,prasanth_j,Critical,Closed,Fixed,07/Nov/15 02:04,16/Feb/16 23:53,
Bug,HIVE-12363,12911261,Incorrect results with orc ppd across ORC versions,gopalv,ashutoshc,Major,Closed,Fixed,07/Nov/15 01:29,16/Feb/16 23:50,
Bug,HIVE-12349,12910834,NPE in ORC SARG for IS NULL queries on Timestamp and Date columns,prasanth_j,prasanth_j,Major,Closed,Fixed,05/Nov/15 20:23,16/Feb/16 23:51,
Bug,HIVE-12344,12910644,Wrong types inferred for SemiJoin generation in CBO,jcamacho,jcamacho,Major,Closed,Fixed,05/Nov/15 08:14,27/Feb/24 22:24,
Bug,HIVE-12332,12910242,BucketingSortingReduceSinkOptimizer throws IOB exception for duplicate columns,ashutoshc,ashutoshc,Major,Closed,Fixed,04/Nov/15 04:37,27/Feb/24 22:23,
Bug,HIVE-12330,12910215,Fix precommit Spark test part2,spena,szehon,Major,Closed,Fixed,04/Nov/15 01:28,09/Mar/16 17:59,
Bug,HIVE-12315,12909736,vectorization_short_regress.q has a wrong result issue for a double calculation,gopalv,mmccline,Critical,Closed,Fixed,02/Nov/15 18:05,16/Feb/16 23:52,
Bug,HIVE-12304,12909257,"""drop database cascade"" needs to unregister functions",aihuaxu,aihuaxu,Major,Closed,Fixed,30/Oct/15 17:17,14/Apr/16 11:43,
Bug,HIVE-12302,12909124,Use KryoPool instead of thread-local caching,prasanth_j,gopalv,Major,Closed,Fixed,30/Oct/15 06:45,16/Feb/16 23:52,
Bug,HIVE-12281,12908414,Vectorized MapJoin - use Operator::isLogDebugEnabled,gopalv,gopalv,Minor,Closed,Fixed,28/Oct/15 00:48,16/Feb/16 23:52,
Bug,HIVE-12264,12907836,MoveTask file format check looks only the table input format,prasanth_j,prasanth_j,Major,Resolved,Implemented,26/Oct/15 06:20,12/Nov/15 22:10,
Bug,HIVE-12261,12907701,"schematool version info exit status should depend on compatibility, not equality",thejas,thejas,Major,Closed,Fixed,25/Oct/15 05:48,04/Jun/20 21:52,
Bug,HIVE-12260,12907689,Fix TestColumnStatistics and TestJsonFileDump test failures in master,prasanth_j,prasanth_j,Major,Closed,Fixed,24/Oct/15 22:18,16/Feb/16 23:53,
Bug,HIVE-12257,12907604,Enhance ORC FileDump utility to handle flush_length files and recovery,prasanth_j,prasanth_j,Major,Closed,Fixed,24/Oct/15 02:18,16/Feb/16 23:52,
Bug,HIVE-12246,12907497,Orc FileDump fails with Missing CLI jar,prasanth_j,prasanth_j,Major,Closed,Fixed,23/Oct/15 18:08,16/Feb/16 23:52,
Bug,HIVE-12238,12907263,Vectorization: Thread-safety errors in VectorUDFDate,gopalv,gopalv,Major,Closed,Fixed,23/Oct/15 01:10,16/Feb/16 23:51,
Bug,HIVE-12234,12907211,Beeline quit tries to connect again if no existing connections,Ferd,szehon,Minor,Closed,Fixed,22/Oct/15 21:09,16/Feb/16 23:53,
Bug,HIVE-12223,12906811,Filter on Grouping__ID does not work properly,jcamacho,jcamacho,Major,Closed,Fixed,21/Oct/15 17:54,27/Feb/24 22:24,
Bug,HIVE-12215,12906044,Exchange partition does not show outputs field for post/pre execute hooks,aihuaxu,aihuaxu,Major,Closed,Fixed,19/Oct/15 19:24,16/Feb/16 23:49,
Bug,HIVE-12210,12905813,Fix a few failing tests: testCliDriver_udf_explode and testCliDriver_udtf_explode,Aleksei,Aleksei,Major,Closed,Fixed,18/Oct/15 21:03,16/Feb/16 23:50,
Bug,HIVE-12208,12905771,Vectorized JOIN NPE on dynamically partitioned hash-join + map-join,hagleitn,gopalv,Major,Closed,Fixed,18/Oct/15 07:10,16/Feb/16 23:52,
Bug,HIVE-12207,12905768,Query fails when non-ascii characters are used in string literals,Aleksei,Aleksei,Major,Closed,Fixed,18/Oct/15 06:34,16/Feb/16 23:50,
Bug,HIVE-12204,12905639,Tez queries stopped running with ApplicationNotRunningException,vikram.dixit,vikram.dixit,Major,Closed,Fixed,16/Oct/15 21:09,16/Feb/16 23:52,
Bug,HIVE-12198,12905347,LLAP: reader failures when querying uncompressed data,sershe,gopalv,Major,Closed,Fixed,15/Oct/15 21:56,16/Feb/16 23:52,
Bug,HIVE-12189,12905281,The list in pushdownPreds of ppd.ExprWalkerInfo should not be allowed to grow very large,ychena,ychena,Major,Closed,Fixed,15/Oct/15 18:15,16/Feb/16 23:53,
Bug,HIVE-12171,12904728,LLAP: BuddyAllocator failures when querying uncompressed data,sershe,gopalv,Major,Closed,Fixed,14/Oct/15 02:54,16/Feb/16 23:52,
Bug,HIVE-12166,12904691,LLAP: Cache read error at 1000 Gb scale tests,sershe,gopalv,Major,Closed,Fixed,13/Oct/15 22:48,16/Feb/16 23:50,
Bug,HIVE-12090,12904107,Dead-code: Vectorized map-join murmur hash is run twice,gopalv,gopalv,Major,Closed,Fixed,12/Oct/15 08:06,16/Feb/16 23:50,
Bug,HIVE-12068,12903397,Investigate remote_script.q result,,aihuaxu,Major,Resolved,Cannot Reproduce,08/Oct/15 15:29,20/Oct/15 14:48,
Bug,HIVE-12058,12903126,Change hive script to record errors when calling hbase fails,ychena,ychena,Major,Closed,Fixed,07/Oct/15 20:44,30/Jan/17 23:43,
Bug,HIVE-12039,12902545,Temporarily disable TestSSL#testSSLVersion ,ashutoshc,vgumashta,Major,Closed,Fixed,05/Oct/15 23:38,21/Jun/16 15:53,
Bug,HIVE-12021,12902176,HivePreFilteringRule may introduce wrong common operands,jcamacho,jcamacho,Major,Closed,Fixed,02/Oct/15 18:15,27/Feb/24 22:24,
Bug,HIVE-12008,12901973,Hive queries failing when using count(*) on column in view,ychena,ychena,Major,Closed,Fixed,01/Oct/15 19:26,16/Feb/16 23:51,
Bug,HIVE-11980,12901122,"Follow up on HIVE-11696, exception is thrown from CTAS from the table with table-level serde is Parquet while partition-level serde is JSON",aihuaxu,aihuaxu,Major,Closed,Fixed,28/Sep/15 19:47,16/Feb/16 23:53,
Bug,HIVE-11975,12901087,mssql scripts contains invalid 'GO' statement,sushanth,hhuang2014,Minor,Closed,Fixed,28/Sep/15 17:48,16/Feb/16 23:51,
Bug,HIVE-11966,12896446,JDBC Driver parsing error when reading principal from ZooKeeper,vgumashta,vgumashta,Major,Resolved,Fixed,25/Sep/15 17:59,07/Jul/16 00:32,
Bug,HIVE-11954,12896263,Extend logic to choose side table in MapJoin Conversion algorithm,jcamacho,jcamacho,Major,Closed,Fixed,24/Sep/15 22:29,27/Feb/24 22:23,
Bug,HIVE-11945,12896062,ORC with non-local reads may not be reusing connection to DN,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,24/Sep/15 10:15,16/Feb/16 23:50,
Bug,HIVE-11932,12895755,"JDBC Driver appends an extra ""/"" when configuring connection by reading httpPath from ZooKeeper",vgumashta,vgumashta,Major,Closed,Fixed,23/Sep/15 11:23,16/Feb/16 23:52,
Bug,HIVE-11928,12895651,ORC footer and metadata section can also exceed protobuf message limit,prasanth_j,jvaria,Major,Closed,Fixed,23/Sep/15 01:26,16/Feb/16 23:53,
Bug,HIVE-11922,12895581,Better error message when ORC split generation fails,prasanth_j,prasanth_j,Trivial,Closed,Fixed,22/Sep/15 20:56,16/Feb/16 23:50,
Bug,HIVE-11889,12888698,Add unit test for HIVE-11449,wzheng,wzheng,Major,Closed,Fixed,18/Sep/15 22:53,16/Feb/16 23:50,
Bug,HIVE-11875,12875729,JDBC Driver does not honor delegation token mechanism when readings params from ZooKeeper,vgumashta,vgumashta,Major,Closed,Fixed,17/Sep/15 23:39,01/Mar/18 21:44,
Bug,HIVE-11863,12873211,FS based stats collection generates wrong results for tez (for union queries),pxiong,prasanth_j,Major,Resolved,Fixed,17/Sep/15 07:01,21/Jul/17 17:45,
Bug,HIVE-11860,12873182,StatsNoJobTask fails to collect fast stats when table have subdirectories,prasanth_j,prasanth_j,Major,Closed,Fixed,17/Sep/15 05:19,16/Feb/16 23:53,
Bug,HIVE-11847,12873065,Avoid expensive call to contains/containsAll in DefaultGraphWalker,jcamacho,jcamacho,Major,Resolved,Won't Fix,16/Sep/15 18:10,27/Feb/24 22:13,
Bug,HIVE-11843,12873012,Add 'sort by c' to Parquet PPD q-tests to avoid different output issues with hadoop-1,spena,spena,Major,Closed,Fixed,16/Sep/15 15:32,16/Feb/16 23:51,
Bug,HIVE-11842,12868780,Improve RuleRegExp by caching some internal data structures,jcamacho,jcamacho,Major,Closed,Fixed,16/Sep/15 14:37,27/Feb/24 22:23,
Bug,HIVE-11841,12868776,KeyValuesInputMerger creates huge logs,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,16/Sep/15 14:13,16/Feb/16 23:53,
Bug,HIVE-11838,12864471,Another positive test case for HIVE-11658,prasanth_j,deepesh,Major,Closed,Fixed,16/Sep/15 06:48,16/Feb/16 23:52,
Bug,HIVE-11835,12864412,"Type decimal(1,1) reads 0.0, 0.00, etc from text file as NULL",xuefuz,xuefuz,Major,Closed,Fixed,16/Sep/15 00:16,16/Feb/16 23:53,
Bug,HIVE-11832,12864374,HIVE-11802 breaks compilation in JDK 8,spena,prasanth_j,Major,Closed,Fixed,15/Sep/15 21:17,05/Aug/19 08:08,
Bug,HIVE-11826,12864279,'hadoop.proxyuser.hive.groups' configuration doesn't prevent unauthorized user to access metastore,aihuaxu,aihuaxu,Major,Closed,Fixed,15/Sep/15 15:07,16/Feb/16 23:52,
Bug,HIVE-11824,12864153,Insert to local directory causes staging directory to be copied,prasanth_j,prasanth_j,Major,Closed,Fixed,15/Sep/15 07:07,16/Feb/16 23:50,
Bug,HIVE-11821,12864065,JDK8 strict build broken for master ,gopalv,gopalv,Major,Closed,Fixed,14/Sep/15 23:30,16/Feb/16 23:52,
Bug,HIVE-11820,12864046,"export tables with size of >32MB throws ""java.lang.IllegalArgumentException: Skip CRC is valid only with update options""",taksaito,taksaito,Major,Closed,Fixed,14/Sep/15 22:20,16/Feb/16 23:51,
Bug,HIVE-11813,12863908,Avoid expensive AST tree conversion to String for expressions in WHERE clause in CBO,jcamacho,jcamacho,Major,Closed,Fixed,14/Sep/15 15:45,27/Feb/24 22:24,
Bug,HIVE-11801,12863486,"In HMS HA env, ""show databases"" fails when""current"" HMS is stopped.",ychena,ychena,Major,Closed,Duplicate,11/Sep/15 18:21,16/Feb/16 23:53,
Bug,HIVE-11795,12863276,hive-1.2.1 compile spark-1.5.0 output error,tomzeng,rememberwen,Major,Resolved,Won't Fix,11/Sep/15 03:07,22/Dec/15 17:05,10/Sep/15 00:00
Bug,HIVE-11792,12863224,User explain in tez does not preserve ordering,prasanth_j,prasanth_j,Major,Closed,Fixed,10/Sep/15 22:33,16/Feb/16 23:51,
Bug,HIVE-11781,12862990,Remove HiveLimit operator and rename HiveSort operator,jcamacho,jcamacho,Major,Closed,Fixed,10/Sep/15 09:11,27/Feb/24 22:13,
Bug,HIVE-11761,12862507,DoubleWritable hashcode for GroupBy is not properly generated,aihuaxu,aihuaxu,Major,Closed,Fixed,08/Sep/15 18:23,16/Feb/16 23:50,
Bug,HIVE-11751,12862284,hive-exec-log4j2.xml settings causes DEBUG messages to be generated and ignored,prasanth_j,rajesh.balamohan,Major,Closed,Fixed,07/Sep/15 22:59,16/Feb/16 23:50,
Bug,HIVE-11745,12861976,Alter table Exchange partition with multiple partition_spec is not working,ychena,ychena,Major,Closed,Fixed,04/Sep/15 22:35,20/Feb/16 09:47,
Bug,HIVE-11726,12861618,Pushed IN predicates to the metastore,jcamacho,jcamacho,Major,Closed,Fixed,03/Sep/15 16:50,24/Sep/24 10:09,
Bug,HIVE-11723,12861444,Incorrect string literal escaping,ychena,laserson,Major,Closed,Fixed,03/Sep/15 02:58,16/Feb/16 23:52,
