Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-22898,13285935,CharsetDecoder race condition in OrcRecordUpdater ,asinkovits,asinkovits,Major,Closed,Fixed,18/Feb/20 09:41,17/Nov/22 08:51,
Bug,HIVE-22880,13284756,ACID: All delete event readers should ignore ORC SARGs,gopalv,gopalv,Blocker,Closed,Fixed,12/Feb/20 08:59,17/Nov/22 08:51,
Bug,HIVE-22877,13284695,Fix decimal boundary check for casting to Decimal64,mustafaiman,mustafaiman,Major,Closed,Fixed,12/Feb/20 00:16,17/Nov/22 08:49,
Bug,HIVE-22853,13283966,Allow JDBC FetchSize to Be Set in Beeline,belugabehr,ngangam,Major,Closed,Fixed,07/Feb/20 15:28,17/Nov/22 08:50,
Bug,HIVE-22826,13283255, ALTER TABLE RENAME COLUMN doesn't update list of bucketed column names,ashish-kumar-sharma,klcopp,Major,Closed,Fixed,04/Feb/20 14:13,14/Dec/22 15:39,
Bug,HIVE-22824,13283076,JoinProjectTranspose rule should skip Projects containing windowing expression,vgarg,vgarg,Major,Closed,Fixed,04/Feb/20 00:47,27/Feb/24 22:23,
Bug,HIVE-22739,13279984,Schematool should check if upgradeFrom version is identical to current DB schema version,afan,afan,Major,Closed,Fixed,16/Jan/20 21:10,17/Nov/22 08:50,
Bug,HIVE-22708,13278221,Test fix for http transport,ngangam,ngangam,Major,Closed,Fixed,08/Jan/20 18:15,17/Nov/22 08:51,
Bug,HIVE-22663,13275411,Quote all table and column names or do not quote any,zchovan,ashutosh.bapat,Major,Closed,Fixed,19/Dec/19 06:01,17/Nov/22 08:50,
Bug,HIVE-22636,13274108,Data loss on skewjoin for ACID tables.,,aditya-shah,Blocker,Resolved,Cannot Reproduce,12/Dec/19 10:56,23/Nov/23 15:43,
Bug,HIVE-22633,13274063,GroupByOperator may throw NullPointerException when setting data skew optimization parameters,zhangbutao,zhangbutao,Major,Resolved,Won't Fix,12/Dec/19 08:14,22/May/24 10:46,
Bug,HIVE-22555,13271064,Upgrade ORC version to 1.5.8,mustafaiman,mustafaiman,Major,Closed,Fixed,27/Nov/19 17:40,17/Nov/22 08:51,
Bug,HIVE-22546,13270727,Postgres schema not using quoted identifiers for certain tables,zchovan,zchovan,Major,Closed,Fixed,26/Nov/19 13:59,17/Nov/22 08:51,
Bug,HIVE-22544,13270700,Disable null sort order at user level,kkasa,kkasa,Minor,Closed,Fixed,26/Nov/19 11:28,27/Feb/24 22:23,
Bug,HIVE-22537,13270504,getAcidState() not saving directory snapshot causes multiple calls to S3 api,mustafaiman,mustafaiman,Major,Closed,Fixed,25/Nov/19 17:35,17/Nov/22 08:51,
Bug,HIVE-22514,13269335,HiveProtoLoggingHook might consume lots of memory,amagyar,amagyar,Major,Closed,Fixed,19/Nov/19 15:14,17/Nov/22 08:50,
Bug,HIVE-22407,13264605,Hive metastore upgrade scripts have incorrect (or outdated) comment syntax,aditya-shah,aditya-shah,Major,Closed,Fixed,26/Oct/19 12:25,21/Oct/22 06:56,
Bug,HIVE-22375,13263480,ObjectStore.lockNotificationSequenceForUpdate is leaking query in case of error,kuczoram,kuczoram,Minor,Closed,Fixed,21/Oct/19 08:10,17/Nov/22 08:51,
Bug,HIVE-22368,13263026,Hive JDBC Storage Handler: some mysql data type can not be cast to hive data type,zhangbutao,zhangbutao,Major,Closed,Won't Fix,18/Oct/19 07:20,11/Sep/23 16:52,
Bug,HIVE-22360,13262783,MultiDelimitSerDe returns wrong results in last column when the loaded file has more columns than those in table schema,ShubhamChaurasia,ShubhamChaurasia,Major,Closed,Fixed,17/Oct/19 07:26,01/Dec/22 09:00,
Bug,HIVE-22351,13262481,Fix incorrect threaded ObjectStore usage in TestObjectStore,jfs,jfs,Major,Closed,Fixed,15/Oct/19 23:35,27/Feb/24 22:23,
Bug,HIVE-22336,13262124,Updates should be pushed to the Metastore backend DB before creating the notification event,kuczoram,kuczoram,Major,Closed,Fixed,14/Oct/19 09:55,27/Feb/24 22:23,
Bug,HIVE-22317,13261495,Beeline-site parser does not handle the variable substitution correctly,Rajkumar Singh,Rajkumar Singh,Major,Closed,Resolved,10/Oct/19 06:23,16/Nov/22 13:50,
Bug,HIVE-22313,13261350,"Some of the HMS auth LDAP hive config names do not start with ""hive.""",ashutosh.bapat,ashutosh.bapat,Major,Resolved,Fixed,09/Oct/19 14:51,09/Jun/20 16:07,
Bug,HIVE-22290,13260306,ObjectStore.cleanWriteNotificationEvents and ObjectStore.cleanupEvents OutOfMemory on large number of pending events,nareshpr,tprelle,Major,Resolved,Fixed,03/Oct/19 13:43,16/Sep/20 03:07,
Bug,HIVE-22227,13258046,Tez bucket pruning produces wrong result with shared work optimization,vgarg,vgarg,Major,Closed,Fixed,20/Sep/19 22:09,27/Feb/24 22:23,
Bug,HIVE-22208,13256795,Column name with reserved keyword is unescaped when query including join on table with mask column is re-written,zmatyus,rtrivedi12,Critical,Closed,Fixed,16/Sep/19 06:48,01/Dec/22 09:00,
Bug,HIVE-22197,13256256,Common Merge join throwing class cast exception ,maheshk114,maheshk114,Major,Closed,Fixed,12/Sep/19 03:59,17/Nov/22 08:50,
Bug,HIVE-22170,13254887,from_unixtime and unix_timestamp should use user session time zone,jcamacho,rtrivedi12,Major,Closed,Fixed,05/Sep/19 01:32,27/Feb/24 22:23,
Bug,HIVE-22164,13254001,Vectorized Limit operator returns wrong number of results with offset,rameshkumar,rameshkumar,Major,Closed,Fixed,30/Aug/19 19:17,17/Nov/22 08:50,
Bug,HIVE-22161,13253841,UDF: FunctionRegistry synchronizes on org.apache.hadoop.hive.ql.udf.UDFType class,gopalv,gopalv,Major,Closed,Fixed,30/Aug/19 06:53,17/Nov/22 08:50,
Bug,HIVE-22124,13251316,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions with limit,rameshkumar,rameshkumar,Major,Resolved,Fixed,16/Aug/19 18:45,21/Aug/19 17:56,
Bug,HIVE-22121,13251158,Turning on hive.tez.bucket.pruning produce wrong results,vgarg,vgarg,Major,Closed,Fixed,16/Aug/19 04:28,17/Nov/22 08:50,
Bug,HIVE-22120,13251140,Fix wrong results/ArrayOutOfBound exception in left outer map joins on specific boundary conditions,rameshkumar,rameshkumar,Major,Closed,Fixed,16/Aug/19 02:15,17/Nov/22 08:49,
Bug,HIVE-22110,13250718,Initialize ReplChangeManager before starting actual dump,ashutosh.bapat,ashutosh.bapat,Major,Closed,Fixed,14/Aug/19 07:36,17/Nov/22 08:50,
Bug,HIVE-22109,13250699,Hive.renamePartition expects catalog name to be set instead of using default,ngangam,ngangam,Major,Closed,Fixed,14/Aug/19 05:19,17/Nov/22 08:51,
Bug,HIVE-22107,13250653,Correlated subquery producing wrong schema,vgarg,vgarg,Major,Closed,Fixed,13/Aug/19 22:31,17/Nov/22 08:51,
Bug,HIVE-22080,13248684,Prevent implicit conversion from String/char/varchar to double/decimal,rameshkumar,rameshkumar,Minor,Closed,Fixed,02/Aug/19 23:43,17/Nov/22 08:51,
Bug,HIVE-22076,13248495,JDK11: Remove ParallelGC in debug.sh,gopalv,gopalv,Minor,Closed,Fixed,02/Aug/19 06:09,17/Nov/22 08:51,
Bug,HIVE-22075,13248443,Fix the max-reducers=1 regression from HIVE-14200,gopalv,jcamacho,Major,Closed,Fixed,01/Aug/19 22:28,27/Feb/24 22:24,
Bug,HIVE-22056,13247327,"Beeline started with -f <script-file>, exit code is 0 even if unable to connect to HS2",himanshum,himanshum,Major,Closed,Invalid,26/Jul/19 14:05,16/Nov/22 13:50,
Bug,HIVE-22045,13246922,HIVE-21711 introduced regression in data load,vgarg,vgarg,Major,Closed,Fixed,24/Jul/19 22:11,17/Nov/22 08:50,
Bug,HIVE-22009,13245829,CTLV with user specified location is not honoured ,nareshpr,nareshpr,Major,Resolved,Fixed,18/Jul/19 16:44,24/Jul/19 15:45,
Bug,HIVE-22008,13245717,LIKE Operator should match multi-line input ,gopalv,ssmane3,Major,Closed,Fixed,18/Jul/19 09:36,27/Feb/24 22:23,
Bug,HIVE-22007,13245591,Do not push unsupported types to specific JDBC sources from Calcite,jcamacho,jcamacho,Major,Closed,Fixed,17/Jul/19 18:36,27/Feb/24 22:23,
Bug,HIVE-21992,13244800,REPL DUMP throws NPE when dumping Create Function event.,sankarh,sankarh,Major,Closed,Fixed,14/Jul/19 06:02,17/Nov/22 08:51,
Bug,HIVE-21976,13243987,Offset should be null instead of zero in Calcite HiveSortLimit,jcamacho,jcamacho,Minor,Closed,Fixed,10/Jul/19 00:27,27/Feb/24 22:24,
Bug,HIVE-21970,13243778,Avoid using RegistryUtils.currentUser(),prasanth_j,prasanth_j,Major,Closed,Fixed,08/Jul/19 23:23,17/Nov/22 08:49,
Bug,HIVE-21957,13243212,Create temporary table like should omit transactional properties,lpinter,lpinter,Major,Closed,Fixed,04/Jul/19 12:54,17/Nov/22 08:50,
Bug,HIVE-21951,13243055,Llap query on external table with header or footer returns incorrect row count.,sankarh,sankarh,Major,Resolved,Won't Fix,03/Jul/19 17:38,09/Jul/19 04:05,
Bug,HIVE-21925,13241782,HiveConnection retries should support backoff,Rajkumar Singh,prasanth_j,Major,Closed,Fixed,26/Jun/19 19:26,17/Nov/22 08:51,
Bug,HIVE-21913,13240927,GenericUDTFGetSplits should handle usernames in the same way as LLAP,prasanth_j,prasanth_j,Major,Closed,Fixed,21/Jun/19 18:00,17/Nov/22 08:50,
Bug,HIVE-21892,13240318,Trusted domain authentication should look at X-Forwarded-For header as well,prasanth_j,prasanth_j,Major,Closed,Fixed,18/Jun/19 23:20,17/Nov/22 08:51,
Bug,HIVE-21880,13239850,Enable flaky test TestReplicationScenariosAcidTablesBootstrap.testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites.,ashutosh.bapat,sankarh,Major,Resolved,Fixed,17/Jun/19 03:50,16/Jun/20 00:24,
Bug,HIVE-21879,13239848,Disable flaky test TestReplicationScenariosAcidTablesBootstrap.testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites.,sankarh,sankarh,Major,Closed,Fixed,17/Jun/19 03:47,17/Nov/22 08:50,
Bug,HIVE-21862,13238838,ORC ppd produces wrong result with timestamp,vgarg,vgarg,Major,Closed,Fixed,11/Jun/19 18:33,27/Feb/24 22:23,
Bug,HIVE-21825,13237325,Improve client error msg when Active/Passive HA is enabled,rzhappy,prasanth_j,Major,Closed,Fixed,03/Jun/19 20:31,17/Nov/22 08:51,
Bug,HIVE-21811,13236762,Load data into partitioned table throws NPE if DB is enabled for replication.,sankarh,sankarh,Major,Closed,Fixed,31/May/19 06:11,17/Nov/22 08:51,
Bug,HIVE-21786,13235210,Update repo URLs in poms,gates,gates,Major,Closed,Fixed,23/May/19 18:50,17/Nov/22 08:50,
Bug,HIVE-21778,13234892,"CBO: ""Struct is not null"" gets evaluated as `nullable` always causing filter miss in the query",vgarg,rajesh.balamohan,Major,Closed,Fixed,22/May/19 12:16,27/Feb/24 22:23,
Bug,HIVE-21776,13234865,Replication fails to replicate a UDF with jar on HDFS during incremental,ashutosh.bapat,ashutosh.bapat,Major,Closed,Fixed,22/May/19 10:27,17/Nov/22 08:50,
Bug,HIVE-21768,13234744,JDBC: Strip the default union prefix for un-enclosed UNION queries,gopalv,gopalv,Major,Closed,Fixed,21/May/19 22:51,27/Feb/24 22:23,
Bug,HIVE-21750,13234047,INSERT OVERWRITE with empty result set does not clear transactional table,,tlipcon,Critical,Resolved,Duplicate,17/May/19 19:56,22/Aug/23 09:12,
Bug,HIVE-21730,13233376,HiveStatement.getQueryId throws TProtocolException when response is null.,sankarh,sankarh,Major,Closed,Fixed,15/May/19 05:33,17/Nov/22 08:49,
Bug,HIVE-21729,13233375,Arrow serializer sometimes shifts timestamp by one second,ShubhamChaurasia,ShubhamChaurasia,Major,Closed,Fixed,15/May/19 05:22,29/Nov/22 10:02,
Bug,HIVE-21722,13232923,REPL:: logs are missing in hiveStatement.getQueryLog output during parallel execution mode.,maheshk114,maheshk114,Major,Closed,Fixed,13/May/19 07:21,17/Nov/22 08:51,
Bug,HIVE-21717,13232668,Rename is failing for directory in move task ,maheshk114,maheshk114,Major,Closed,Fixed,10/May/19 14:18,17/Nov/22 08:50,
Bug,HIVE-21711,13232355,Regression caused by HIVE-21279 for blobstorage fs,vgarg,vgarg,Major,Closed,Fixed,09/May/19 00:03,27/Feb/24 22:23,
Bug,HIVE-21706,13232209,REPL Dump with concurrent drop of external table fails with InvalidTableException.,sankarh,sankarh,Major,Closed,Fixed,08/May/19 12:52,17/Nov/22 08:50,
Bug,HIVE-21700,13232041,Hive incremental load going OOM while adding load task to the leaf nodes of the DAG.,maheshk114,maheshk114,Major,Closed,Fixed,07/May/19 15:09,17/Nov/22 08:50,
Bug,HIVE-21694,13231696,Hive driver wait time is fixed for task getting executed in parallel.,maheshk114,maheshk114,Major,Closed,Fixed,06/May/19 03:19,17/Nov/22 08:50,
Bug,HIVE-21677,13231212,Using strict managed tables for ACID table testing (Replication tests),ashutosh.bapat,ashutosh.bapat,Major,Closed,Fixed,02/May/19 09:29,17/Nov/22 08:51,
Bug,HIVE-21669,13230845,HS2 throws NPE when HiveStatement.getQueryId is invoked and query is closed concurrently.,sankarh,sankarh,Major,Closed,Fixed,30/Apr/19 08:48,17/Nov/22 08:51,
Bug,HIVE-21654,13230255,External table location is not preserved at target when base dir is set as /.,sankarh,sankarh,Major,Closed,Fixed,26/Apr/19 09:07,17/Nov/22 08:50,
Bug,HIVE-21632,13228913,"Hive should not push partition columns to the Parquet predicate, even if the data file contains the partition column",,kuczoram,Minor,Resolved,Duplicate,18/Apr/19 17:34,04/Nov/22 15:10,
Bug,HIVE-21624,13228646,LLAP: Cpu metrics at thread level is broken,prasanth_j,ndembla,Major,Closed,Fixed,17/Apr/19 16:33,17/Nov/22 08:51,
Bug,HIVE-21597,13227105,WM trigger validation should happen at the time of create or alter,prasanth_j,prasanth_j,Major,Closed,Fixed,10/Apr/19 07:11,17/Nov/22 08:50,
Bug,HIVE-21594,13227022,Warning regarding multiple MOVE triggers is logged even if conflicting triggers are both KILL,prasanth_j,bgoerlitz,Minor,Resolved,Fixed,09/Apr/19 18:57,17/Apr/19 18:00,
Bug,HIVE-21591,13226752,Using triggers in non-LLAP mode should not require wm queue,prasanth_j,prasanth_j,Major,Closed,Fixed,08/Apr/19 17:02,17/Nov/22 08:50,
Bug,HIVE-21582,13226244,Prefix msck configs with metastore,prasanth_j,prasanth_j,Major,Closed,Fixed,04/Apr/19 20:43,17/Nov/22 08:51,
Bug,HIVE-21564,13225428,Load data into a bucketed table is ignoring partitions specs and loads data into default partition.,sankarh,sankarh,Major,Closed,Fixed,02/Apr/19 05:23,27/Feb/24 22:23,
Bug,HIVE-21539,13224751,GroupBy + where clause on same column results in incorrect query rewrite,vgarg,anishek,Major,Closed,Fixed,29/Mar/19 05:01,27/Feb/24 22:23,
Bug,HIVE-21531,13224489,Vectorization: all NULL hashcodes are not computed using Murmur3,gopalv,gopalv,Critical,Closed,Fixed,28/Mar/19 05:53,27/Feb/24 22:23,
Bug,HIVE-21513,13224135,ACID: Running merge concurrently with minor compaction causes a later select * to throw exception ,vgumashta,vgumashta,Major,Closed,Duplicate,26/Mar/19 20:28,16/Nov/22 13:50,
Bug,HIVE-21497,13223556,Direct SQL exception thrown by PartitionManagementTask,jcamacho,prasanth_j,Major,Closed,Fixed,24/Mar/19 04:30,27/Feb/24 22:23,
Bug,HIVE-21496,13223476,Automatic sizing of unordered buffer can overflow,jcamacho,prasanth_j,Major,Closed,Fixed,23/Mar/19 08:39,27/Feb/24 22:23,
Bug,HIVE-21482,13222702,Partition discovery table property is added to non-partitioned external tables,prasanth_j,prasanth_j,Major,Closed,Fixed,19/Mar/19 23:46,17/Nov/22 08:50,
Bug,HIVE-21471,13222496,Replicating conversion of managed to external table leaks HDFS files at target.,sankarh,sankarh,Major,Closed,Fixed,19/Mar/19 06:20,17/Nov/22 08:51,
Bug,HIVE-21460,13222058,ACID: Load data followed by a select * query results in incorrect results,vgumashta,bgoerlitz,Blocker,Closed,Fixed,16/Mar/19 07:08,17/Nov/22 08:50,
Bug,HIVE-21450,13221795,Buffer Reader is not closed during executeInitSql,maheshk114,maheshk114,Major,Closed,Not A Problem,15/Mar/19 01:54,16/Nov/22 13:50,
Bug,HIVE-21446,13221577,Hive Server going OOM during hive external table replications,maheshk114,maheshk114,Major,Closed,Fixed,14/Mar/19 02:36,17/Nov/22 08:51,
Bug,HIVE-21437,13221306,Vectorization: Decimal64 division with integer columns,amagyar,gopalv,Major,Resolved,Fixed,13/Mar/19 06:03,16/Jun/20 11:44,
Bug,HIVE-21421,13220814,HiveStatement.getQueryId throws NPE when query is not running. ,sankarh,sankarh,Major,Closed,Fixed,11/Mar/19 11:40,17/Nov/22 08:49,
Bug,HIVE-21415,13220552,"Parallel build is failing, trying to download incorrect hadoop-hdfs-client version",prasanth_j,prasanth_j,Major,Closed,Fixed,08/Mar/19 22:13,17/Nov/22 08:51,
Bug,HIVE-21407,13220204,Parquet predicate pushdown is not working correctly for char column types,kuczoram,kuczoram,Major,Closed,Fixed,07/Mar/19 13:23,17/Nov/22 08:50,
Bug,HIVE-21403,13220140,Incorrect error code returned when retry bootstrap with different dump.,sankarh,sankarh,Minor,Closed,Fixed,07/Mar/19 09:45,17/Nov/22 08:51,
Bug,HIVE-21402,13220136,Compaction state remains 'working' when major compaction fails,pvary,pvary,Major,Closed,Fixed,07/Mar/19 09:34,17/Nov/22 08:51,
Bug,HIVE-21400,13220103,Vectorization: LazyBinarySerializeWrite allocates Field() within the loop,gopalv,gopalv,Major,Closed,Fixed,07/Mar/19 05:57,17/Nov/22 08:50,
Bug,HIVE-21391,13219497,LLAP: Pool of column vector buffers can cause memory pressure,bslim,prasanth_j,Major,Resolved,Fixed,05/Mar/19 08:54,19/Jul/19 22:34,
Bug,HIVE-21390,13219494,BI split strategy does not work for blob stores,prasanth_j,prasanth_j,Major,Closed,Fixed,05/Mar/19 08:45,17/Nov/22 08:51,
Bug,HIVE-21387,13219443,Wrong result for UNION query with GROUP BY consisting of PK columns,vgarg,vgarg,Critical,Closed,Fixed,05/Mar/19 02:13,17/Nov/22 08:51,
Bug,HIVE-21344,13218554,CBO: Reduce compilation time in presence of materialized views,jcamacho,gopalv,Major,Closed,Fixed,28/Feb/19 07:34,27/Feb/24 22:23,
Bug,HIVE-21343,13218550,CBO: CalcitePlanner debug logging is expensive and costly,jcamacho,gopalv,Major,Closed,Fixed,28/Feb/19 07:29,27/Feb/24 22:23,
Bug,HIVE-21340,13218499,CBO: Prune non-key columns feeding into a SemiJoin,vgarg,gopalv,Major,Closed,Fixed,28/Feb/19 00:18,27/Feb/24 22:24,
Bug,HIVE-21339,13218494,LLAP: Cache hit also initializes an FS object ,prasanth_j,gopalv,Major,Closed,Fixed,27/Feb/19 23:44,17/Nov/22 08:50,
Bug,HIVE-21327,13218102,Predicate is not pushed to Parquet if hive.parquet.timestamp.skip.conversion=true,kuczoram,kuczoram,Major,Closed,Fixed,26/Feb/19 14:15,17/Nov/22 08:50,
Bug,HIVE-21325,13218050,Hive external table replication failed with Permission denied issue.,maheshk114,maheshk114,Major,Closed,Fixed,26/Feb/19 09:12,17/Nov/22 08:51,
Bug,HIVE-21320,13217887,get_fields() and get_tables_by_type() are not protected by HMS server access control,linaataustin,linaataustin,Major,Closed,Fixed,25/Feb/19 18:32,17/Nov/22 08:50,
Bug,HIVE-21307,13217361,Need to set GzipJSONMessageEncoder as default config for EVENT_MESSAGE_FACTORY.,sankarh,sankarh,Major,Closed,Fixed,22/Feb/19 06:01,17/Nov/22 08:50,
Bug,HIVE-21306,13217360,Upgrade HttpComponents to the latest versions similar to what Hadoop has done.,ashutosh.bapat,ashutosh.bapat,Major,Closed,Fixed,22/Feb/19 05:31,17/Nov/22 08:50,
Bug,HIVE-21301,13217063,Show tables statement to include views and materialized views,jcamacho,jcamacho,Major,Closed,Fixed,21/Feb/19 02:29,27/Feb/24 22:23,
Bug,HIVE-21293,13216709,Fix ambiguity in grammar warnings at compilation time (II),abstractdog,jcamacho,Major,Closed,Fixed,19/Feb/19 18:16,27/Feb/24 22:24,
Bug,HIVE-21286,13216563,Hive should support clean-up of previously bootstrapped tables when retry from different dump.,sankarh,sankarh,Major,Closed,Fixed,19/Feb/19 09:17,17/Nov/22 08:55,
Bug,HIVE-21284,13216403,StatsWork should use footer scan for Parquet,asinkovits,asinkovits,Major,Closed,Fixed,18/Feb/19 13:43,17/Nov/22 08:55,
Bug,HIVE-21281,13216148,Repl checkpointing doesn't work when retry bootstrap load with partitions of external tables.,sankarh,sankarh,Major,Closed,Fixed,16/Feb/19 11:35,17/Nov/22 08:54,
Bug,HIVE-21269,13215677, Mandate -update and -delete as DistCp options to sync data files for external tables replication.,sankarh,sankarh,Major,Closed,Fixed,14/Feb/19 06:54,17/Nov/22 08:54,
Bug,HIVE-21261,13215462,Incremental REPL LOAD adds redundant COPY and MOVE tasks for external table events.,sankarh,sankarh,Major,Closed,Fixed,13/Feb/19 09:53,17/Nov/22 08:55,
Bug,HIVE-21260,13215437,Hive replication to a target with hive.strict.managed.tables enabled is failing when used HMS on postgres.,maheshk114,maheshk114,Major,Closed,Fixed,13/Feb/19 07:21,17/Nov/22 08:54,
Bug,HIVE-21257,13215403,Vectorized LENGTH UDF doesn't respect the max length of VARCHAR or CHAR in Hive 3+,teddy.choi,teddy.choi,Major,Resolved,Not A Problem,13/Feb/19 05:43,14/Feb/19 07:56,
Bug,HIVE-21254,13215357,Pre-upgrade tool should handle exceptions and skip db/tables,prasanth_j,prasanth_j,Major,Closed,Fixed,12/Feb/19 23:59,17/Nov/22 08:55,
Bug,HIVE-21244,13215090,NPE in Hive Proto Logger,prasanth_j,prasanth_j,Major,Resolved,Duplicate,11/Feb/19 20:21,13/Feb/19 06:20,
Bug,HIVE-21235,13214701,LLAP: make the name of log4j2 properties file configurable,prasanth_j,prasanth_j,Major,Closed,Fixed,08/Feb/19 19:43,17/Nov/22 08:55,
Bug,HIVE-21233,13214515,ACID: Make validate_acid_sort_order() Stateful UDF,gopalv,gopalv,Trivial,Closed,Fixed,08/Feb/19 04:14,17/Nov/22 08:54,
Bug,HIVE-21232,13214511,LLAP: Add a cache-miss friendly split affinity provider,gopalv,gopalv,Major,Closed,Fixed,08/Feb/19 02:51,17/Nov/22 08:54,
Bug,HIVE-21227,13214299,HIVE-20776 causes view access regression,linaataustin,linaataustin,Major,Closed,Fixed,07/Feb/19 02:42,17/Nov/22 08:55,
Bug,HIVE-21223,13214066,CachedStore returns null partition when partition does not exist,prasanth_j,prasanth_j,Major,Closed,Fixed,06/Feb/19 03:00,17/Nov/22 08:55,
Bug,HIVE-21222,13214041,ACID: When there are no delete deltas skip finding min max keys,prasanth_j,prasanth_j,Major,Closed,Fixed,05/Feb/19 23:46,17/Nov/22 08:54,
Bug,HIVE-21212,13213769,LLAP: shuffle port config uses internal configuration,prasanth_j,prasanth_j,Major,Closed,Fixed,04/Feb/19 19:41,17/Nov/22 08:54,
Bug,HIVE-21206,13213628,Bootstrap replication is slow as it opens lot of metastore connections.,sankarh,sankarh,Major,Closed,Fixed,04/Feb/19 06:01,17/Nov/22 08:54,
Bug,HIVE-21186,13212745,External tables replication throws NPE if hive.repl.replica.external.table.base.dir is not fully qualified HDFS path.,sankarh,sankarh,Major,Closed,Fixed,30/Jan/19 08:09,17/Nov/22 08:55,
Bug,HIVE-21132,13210261,Semi join edge is not being removed despite max bloomfilter entries set to 1,vgarg,vgarg,Major,Closed,Fixed,17/Jan/19 23:06,17/Nov/22 08:54,
Bug,HIVE-21114,13208893,Create read-only transactions,dkuzmenko,ekoifman,Major,Closed,Fixed,11/Jan/19 00:19,17/Nov/22 08:54,
Bug,HIVE-21104,13208431,PTF with nested structure throws ClassCastException,rajesh.balamohan,rajesh.balamohan,Major,Closed,Fixed,08/Jan/19 23:25,17/Nov/22 08:55,
Bug,HIVE-21103,13208401,PartitionManagementTask should not modify DN configs to avoid closing persistence manager,prasanth_j,prasanth_j,Critical,Closed,Fixed,08/Jan/19 20:28,17/Nov/22 08:55,
Bug,HIVE-21086,13207681,Fetch task and MR job give back different results when multiple partitions point to the same location,lpinter,lpinter,Major,Closed,Won't Fix,04/Jan/19 13:12,16/Nov/22 13:50,
Bug,HIVE-21036,13204089,extend OpenTxnRequest with transaction type,ikryvenko,ekoifman,Major,Closed,Fixed,12/Dec/18 20:10,17/Nov/22 08:54,
Bug,HIVE-21035,13204010,Race condition in SparkUtilities#getSparkSession,asinkovits,asinkovits,Major,Closed,Fixed,12/Dec/18 14:21,17/Nov/22 08:54,
Bug,HIVE-21022,13203356,Fix remote metastore tests which use ZooKeeper,ashutosh.bapat,ashutosh.bapat,Major,Closed,Fixed,10/Dec/18 05:12,17/Nov/22 08:55,
Bug,HIVE-21019,13203077,Fix autoColumnStats tests to make auto stats gather possible.,ychena,ychena,Major,Resolved,Duplicate,07/Dec/18 16:11,10/Dec/18 21:36,
Bug,HIVE-20989,13201557,JDBC - The GetOperationStatus + log can block query progress via sleep(),sankarh,gopalv,Major,Closed,Fixed,30/Nov/18 07:36,17/Nov/22 08:55,
Bug,HIVE-20988,13201554,Wrong results for group by queries with primary key on multiple columns,vgarg,vgarg,Major,Closed,Fixed,30/Nov/18 07:02,27/Feb/24 22:23,
Bug,HIVE-20969,13200525,HoS sessionId generation can cause race conditions when uploading files to HDFS,pvary,pvary,Major,Closed,Fixed,26/Nov/18 10:52,17/Nov/22 08:54,
Bug,HIVE-20955,13199865,Calcite Rule HiveExpandDistinctAggregatesRule seems throwing IndexOutOfBoundsException,vgarg,bslim,Major,Resolved,Fixed,21/Nov/18 15:44,10/Dec/18 22:03,
Bug,HIVE-20953,13199756,Remove a function from function registry when it can not be added to the metastore when creating it.,ashutosh.bapat,ashutosh.bapat,Major,Closed,Fixed,21/Nov/18 05:48,17/Nov/22 08:54,
Bug,HIVE-20951,13199689,LLAP: Set Xms to 50% always ,gopalv,gopalv,Major,Closed,Fixed,20/Nov/18 20:27,17/Nov/22 08:54,
Bug,HIVE-20948,13199656,Eliminate file rename in compactor,lpinter,ekoifman,Major,Resolved,Fixed,20/Nov/18 17:31,06/Mar/20 15:25,
Bug,HIVE-20926,13198757,Semi join reduction hint fails when bloom filter entries are high or when there are no stats,vgarg,vgarg,Major,Closed,Fixed,15/Nov/18 22:15,17/Nov/22 08:55,
Bug,HIVE-20916,13198437,Fix typo in JSONCreateDatabaseMessage and add test for alter database,vihangk1,vihangk1,Minor,Closed,Fixed,14/Nov/18 19:33,17/Nov/22 08:54,
Bug,HIVE-20915,13198419,Make dynamic sort partition optimization available to HoS and MR,ychena,ychena,Major,Closed,Fixed,14/Nov/18 18:44,17/Nov/22 08:55,
Bug,HIVE-20911,13198240,External Table Replication for Hive,anishek,anishek,Critical,Closed,Fixed,14/Nov/18 06:56,17/Nov/22 08:54,
Bug,HIVE-20910,13198172,Insert in bucketed table fails due to dynamic partition sort optimization,vgarg,vgarg,Major,Closed,Fixed,13/Nov/18 22:03,17/Nov/22 08:54,
Bug,HIVE-20905,13197764,querying streaming table fails with out of memory exception,maheshk114,maheshk114,Major,Closed,Fixed,12/Nov/18 11:31,17/Nov/22 08:55,
Bug,HIVE-20901,13197546,running compactor when there is nothing to do produces duplicate data,asomani,ekoifman,Major,Closed,Duplicate,10/Nov/18 01:14,16/Nov/22 13:50,
Bug,HIVE-20870,13196419,Metastore cache is accessed for transaction table stats,maheshk114,maheshk114,Major,Closed,Duplicate,06/Nov/18 06:20,16/Nov/22 13:50,
Bug,HIVE-20842,13195235,Fix logic introduced in HIVE-20660 to estimate statistics for group by,vgarg,vgarg,Major,Closed,Fixed,30/Oct/18 21:29,17/Nov/22 08:54,
